Название	Цена	Система размораживания холодильной камеры	Количество камер	Количество дверей	Инверторный компрессор	Размеры (Ширина)	Размеры (Высота)	Размеры (Глубина)	Тип_Винный шкаф	Тип_Холодильная витрина	Тип_Холодильник	Расположение морозильной камеры_отсутствует	Расположение морозильной камеры_сбоку	Расположение морозильной камеры_сверху	Расположение морозильной камеры_слева	Расположение морозильной камеры_снизу	Класс энергопотребления_A	Класс энергопотребления_A+	Класс энергопотребления_A++	Класс энергопотребления_B	Класс энергопотребления_C	Класс энергопотребления_E	Класс энергопотребления_F	Класс энергопотребления_G
Холодильник двухкамерный Beko B1RCSK402S серебристый	0.06435739607400483	капельное	0.3333333333333333	0.2	0.0	0.4555112881806109	0.9036458333333334	0.6838504187802289	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
Холодильник двухкамерный Beko B1RCSK362S серебристый	0.06082999700171079	капельное	0.3333333333333333	0.2	0.0	0.4555112881806109	0.8255208333333334	0.6838504187802289	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
Холодильник двухкамерный Beko B1RCSK362W белый	0.059066297465563765	капельное	0.3333333333333333	0.2	0.0	0.4555112881806109	0.8255208333333334	0.6838504187802289	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
Холодильник трехкамерный KUPPERSBERG NMFV 18591 DX Side by Side, темный металл	0.6194324414892679	No Frost	0.6666666666666666	0.6	0.0	0.8738379814077025	0.8203125	0.8372065589241477	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
Холодильник двухкамерный KUPPERSBERG RFCN 2011 белый	0.10402652604102365	No Frost	0.3333333333333333	0.2	0.0	0.4555112881806109	0.9036458333333334	0.6602571664503952	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
Холодильник двухкамерный KUPPERSBERG NRV 192 черное стекло	0.23445210673909592	No Frost	0.3333333333333333	0.2	0.0	0.5949535192563081	0.8567708333333334	0.7664268019346467	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
Холодильник четырехкамерный KUPPERSBERG NFFD 183 Side by Side, инверторный черный	0.28092558951657	No Frost	1.0	0.6	1.0	0.8751660026560424	0.8098958333333334	0.749911525303763	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0
Холодильник четырехкамерный KUPPERSBERG NFFD 183 Side by Side, инверторный бежевый	0.28092206211749765	No Frost	1.0	0.6	1.0	0.8751660026560424	0.8098958333333334	0.749911525303763	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0
Холодильник двухкамерный KUPPERSBERG NRV 192 белый	0.23956330799485	No Frost	0.3333333333333333	0.2	0.0	0.5949535192563081	0.8567708333333334	0.7664268019346467	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
Холодильник однокамерный KUPPERSBERG NRS 186 нержавеющая сталь	0.1406021270216406	No Frost	0.0	0.0	0.0	0.4555112881806109	0.8255208333333334	0.6838504187802289	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
Холодильник двухкамерный Hitachi R-W660PUC7 GBE Side by Side, инверторный бежевый	0.32273937811954356	No Frost	0.3333333333333333	0.6	1.0	0.8007968127490039	0.8125	0.7864810664150054	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0
Холодильник однокамерный Бирюса Б-6042 белый	0.04412776239439849	капельное	0.0	0.0	0.0	0.46215139442231074	0.6119791666666666	0.6543588533679368	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Холодильник однокамерный SCHAUB LORENZ SLU S305XE бежевый	0.13225982821566518	No Frost	0.0	0.0	0.0	0.4555112881806109	0.8255208333333334	0.6838504187802289	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
Холодильник двухкамерный SCHAUB LORENZ SLU S379L4E белое стекло	0.1498968235771354	No Frost	0.3333333333333333	0.2	0.0	0.4555112881806109	0.9036458333333334	0.6838504187802289	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0
Холодильник двухкамерный SCHAUB LORENZ SLU S379Y4E черное стекло	0.1498968235771354	No Frost	0.3333333333333333	0.2	0.0	0.4555112881806109	0.9036458333333334	0.6838504187802289	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0
Холодильник двухкамерный SCHAUB LORENZ SLU S620E3E бежевый	0.1884512954373093	No Frost	0.3333333333333333	0.2	0.0	0.5949535192563081	0.8567708333333334	0.7581691636192049	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
Холодильник двухкамерный SCHAUB LORENZ SLU S379G4E нержавеющая сталь	0.1340235277518122	No Frost	0.3333333333333333	0.2	0.0	0.4555112881806109	0.9036458333333334	0.6838504187802289	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0
Холодильник двухкамерный SCHAUB LORENZ SLU S379X4E бежевый	0.1340235277518122	No Frost	0.3333333333333333	0.2	0.0	0.4555112881806109	0.9036458333333334	0.6838504187802289	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0
Холодильник двухкамерный SCHAUB LORENZ SLU S379W4E белый	0.13225982821566518	No Frost	0.3333333333333333	0.2	0.0	0.4555112881806109	0.9036458333333334	0.6838504187802289	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0
Холодильник двухкамерный SCHAUB LORENZ SLU C188D0 W Total No Frost, белый	0.08816733981198963	No Frost	0.3333333333333333	0.2	0.0	0.4555112881806109	0.8359375	0.6602571664503952	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
Холодильник двухкамерный ZUGEL ZRSS630B Side by Side, черный	0.18622903402176405	No Frost	0.3333333333333333	0.2	0.0	0.8764940239043825	0.7786458333333334	0.7475522000707798	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0
Холодильник двухкамерный Hitachi R-W660PUC7 GPW Side by Side, инверторный белый	0.318030300358031	No Frost	0.3333333333333333	0.6	1.0	0.8007968127490039	0.8125	0.7864810664150054	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0
Холодильник двухкамерный NORDFROST NRB 161NF W белый	0.061870579728037535	капельное	0.3333333333333333	0.2	0.0	0.4276228419654715	0.7546875000000001	0.6543588533679368	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
Холодильник двухкамерный NORDFROST NRB 154 W белый	0.05943667436815464	капельное	0.3333333333333333	0.2	0.0	0.42231075697211157	0.9140625	0.6602571664503952	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
Холодильник двухкамерный NORDFROST NRB 152 B черный	0.05873119455369583	капельное	0.3333333333333333	0.2	0.0	0.42231075697211157	0.8359375	0.6602571664503952	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
Холодильник двухкамерный NORDFROST RFS 480DX NFB Total No Frost, Side by Side, инверторный черный	0.15656360782377116	No Frost	0.3333333333333333	0.2	1.0	0.7755644090305444	0.7838541666666666	0.6673351421493453	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0
Холодильник двухкамерный NORDFROST RFS 480D NFW Total No Frost, Side by Side, инверторный белый	0.15566412106033617	No Frost	0.3333333333333333	0.2	1.0	0.7755644090305444	0.7838541666666666	0.6673351421493453	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0
Холодильник двухкамерный NORDFROST RFS 484D NFH Side by Side, инверторный бежевый	0.15285983879786239	No Frost	0.3333333333333333	0.2	1.0	0.7755644090305444	0.7838541666666666	0.6673351421493453	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0
Холодильник двухкамерный NORDFROST RFT белый	0.05433958270868975	капельное	0.3333333333333333	0.2	0.0	0.38778220451527223	0.609375	0.5422909048012269	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
Холодильник двухкамерный Hitachi R-V910PUC1 TWH инверторный белый	0.2809573361082206	No Frost	0.3333333333333333	0.2	1.0	0.8738379814077025	0.8125	0.9209626046950572	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0
Холодильник двухкамерный Hitachi R-V910PUC1 BSL инверторный серебристый бриллиант	0.3738866646678072	No Frost	0.3333333333333333	0.2	1.0	0.8738379814077025	0.8125	0.9209626046950572	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0
Холодильник двухкамерный Hitachi R-V660PUC7-1 BSL инверторный серебристый бриллиант	0.2070406885482989	No Frost	0.3333333333333333	0.2	1.0	0.8007968127490039	0.8125	0.7900200542644804	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0
Холодильник двухкамерный Hitachi R-V660PUC7-1 BEG инверторный бежевый	0.2292633027037514	No Frost	0.3333333333333333	0.2	1.0	0.8007968127490039	0.8125	0.7900200542644804	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0
Холодильник двухкамерный Hitachi R-V660PUC7-1 BBK инверторный черный бриллиант	0.214095486692887	No Frost	0.3333333333333333	0.2	1.0	0.8007968127490039	0.8125	0.7900200542644804	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0
Холодильник двухкамерный Hitachi R-V720PUC1 TWH инверторный белый	0.29462600751336004	No Frost	0.3333333333333333	0.2	1.0	0.8738379814077025	0.8125	0.8265895953757225	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0
Холодильник двухкамерный LG GN-H702HEHL Total No Frost, инверторный бежевый	0.1960352034427415	No Frost	0.3333333333333333	0.2	1.0	0.701195219123506	0.7942708333333334	0.7782234280995636	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0
Винный шкаф однокамерный MAUNFELD MFWC-85S34 вместимость: 34 бутылок, черный	0.09019559427855871	ручное	0.0	0.0	0.0	0.30278884462151395	0.3125	0.42432464315205853	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
Винный шкаф двухкамерный MAUNFELD MFWC-85D28 вместимость: 28 бутылок, черный	0.0907952521208487	ручное	0.3333333333333333	0.0	0.0	0.30278884462151395	0.3125	0.47505013566120086	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
Винный шкаф однокамерный MAUNFELD MFWC-40S14 вместимость: 14 бутылок, черный	0.051711670399830684	ручное	0.0	0.0	0.0	0.30278884462151395	0.12447916666666665	0.42432464315205853	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
Винный шкаф однокамерный CASO WineSafe 12 Classic вместимость: 12 бутылок, нержавеющая сталь/черный	0.10053087356038025	ручное	0.0	0.0	0.0	0.18990703851261623	0.125	0.5658841571310606	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
Винный шкаф однокамерный CASO WineSafe 12 вместимость: 12 бутылок, черный	0.10053087356038025	ручное	0.0	0.0	0.0	0.18990703851261623	0.125	0.5658841571310606	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
Винный шкаф однокамерный CASO WineComfort 38 вместимость: 38 бутылок, нержавеющая сталь/черный	0.2927917599957671	ручное	0.0	0.0	0.0	0.18990703851261623	0.3984375	0.7133419841925209	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
Винный шкаф однокамерный CASO WineComfort 24 вместимость: 24 бутылок, нержавеющая сталь/черный	0.17282491754704668	ручное	0.0	0.0	0.0	0.1925630810092962	0.28489583333333335	0.5658841571310606	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Винный шкаф однокамерный CASO WineComfort 24 вместимость: 24 бутылок, нержавеющая сталь/черный	0.18323074481031412	ручное	0.0	0.0	0.0	0.18990703851261623	0.3125	0.6189689748731863	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
Холодильник трехкамерный ZUGEL ZRCD430X инверторный нержавеющая сталь	0.0	No Frost	0.6666666666666666	0.6	1.0	0.7755644090305444	0.8098958333333334	0.6673351421493453	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
Холодильник трехкамерный ZUGEL ZRCD430W инверторный белое стекло	0.17106121801089966	No Frost	0.6666666666666666	0.6	1.0	0.7755644090305444	0.8098958333333334	0.6673351421493453	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
Холодильник трехкамерный ZUGEL ZRCD430B Full No Frost, инверторный черный	0.18428896453200233	No Frost	0.6666666666666666	0.6	1.0	0.7755644090305444	0.8098958333333334	0.6673351421493453	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
Холодильник двухкамерный NORDFROST NRB 152 E бежевый	0.05836081765110496	капельное	0.3333333333333333	0.2	0.0	0.42231075697211157	0.8359375	0.6602571664503952	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
Холодильник двухкамерный Бирюса Б-6041 белый	0.04795499038783753	капельное	0.3333333333333333	0.2	0.0	0.46215139442231074	0.6380208333333334	0.6543588533679368	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Холодильник двухкамерный Бирюса Б-M6041 серый металлик	0.04820190832289811	капельное	0.3333333333333333	0.2	0.0	0.46215139442231074	0.6380208333333334	0.6543588533679368	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Холодильник двухкамерный Атлант ХМ-4721-101 белый	0.05075927265031129	капельное	0.3333333333333333	0.2	0.0	0.4555112881806109	0.8093750000000001	0.6543588533679368	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
Холодильник двухкамерный Атлант ХМ-4621-101 NL белый	0.07307007178257112	капельное	0.3333333333333333	0.2	0.0	0.4555112881806109	0.8296875	0.6590775038339035	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
Холодильник двухкамерный Bosch KGN49LB30U черный	0.25587752870420993	No Frost	0.3333333333333333	0.2	0.0	0.5949535192563081	0.9140625	0.7074436711100626	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0
Холодильник двухкамерный SunWind SCC407 белый	0.05642074816134323	капельное	0.3333333333333333	0.2	0.0	0.4355909694555113	0.9036458333333334	0.6366639141205616	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
Холодильник двухкамерный SunWind SCC405 белый	0.05642074816134323	капельное	0.3333333333333333	0.2	0.0	0.4355909694555113	0.8515625	0.6366639141205616	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
Холодильник двухкамерный TESLER RCD-482I Side by Side, инверторный белое стекло	0.15839785534136405	No Frost	0.3333333333333333	0.6	1.0	0.7755644090305444	0.8098958333333334	0.6673351421493453	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
Холодильник двухкамерный TESLER RCD-482I Side by Side, инверторный черное стекло	0.17211943773258787	No Frost	0.3333333333333333	0.6	1.0	0.7755644090305444	0.8098958333333334	0.6673351421493453	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
Холодильник двухкамерный TESLER RCD-545I Side by Side, графит	0.1906382828621316	No Frost	0.3333333333333333	0.6	0.0	0.8751660026560424	0.8098958333333334	0.6673351421493453	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
Холодильник двухкамерный TESLER RCD-545I Side by Side, черное стекло	0.1906382828621316	No Frost	0.3333333333333333	0.6	0.0	0.8751660026560424	0.8098958333333334	0.6673351421493453	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
Холодильник трехкамерный ZUGEL ZRFD361X No Frost, French Door, инверторный нержавеющая сталь	0.1675338189386056	No Frost	0.6666666666666666	0.6	1.0	0.5338645418326694	0.7953125	0.7605284888521883	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0
Холодильник трехкамерный ZUGEL ZRFD361W Full No Frost, French Door, инверторный белый	0.1675338189386056	No Frost	0.6666666666666666	0.6	1.0	0.5338645418326694	0.7953125	0.7605284888521883	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0
Холодильник двухкамерный Samsung RB33A32N0EL/WT инверторный бежевый	0.10883789837563272	No Frost	0.3333333333333333	0.2	1.0	0.4555112881806109	0.8203125	0.7133419841925209	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
Холодильник двухкамерный SunWind SCC356 белый	0.07229404398666643	No Frost	0.3333333333333333	0.2	0.0	0.4555112881806109	0.8739583333333334	0.6661554795328536	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
Холодильник двухкамерный SunWind SCC373 белый	0.08287624120354857	No Frost	0.3333333333333333	0.2	0.0	0.4555112881806109	0.821875	0.6661554795328536	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
Холодильник двухкамерный MAUNFELD MFF1857NFBG инверторный бежевый	0.17495899398578457	No Frost	0.3333333333333333	0.2	1.0	0.5989375830013279	0.8229166666666666	0.7463725374542881	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0
Холодильник трехкамерный MAUNFELD MFF182NFSBE Total No Frost, Side by Side, инверторный нержавеющая сталь	0.17621122065644898	No Frost	0.6666666666666666	0.6	1.0	0.7078353253652059	0.8020833333333334	0.7251386103574378	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
Холодильник двухкамерный MAUNFELD MFF177NFWE Total No Frost, Side by Side, инверторный белый	0.15947371205841374	No Frost	0.3333333333333333	0.2	1.0	0.7715803452855245	0.7786458333333334	0.668514804765837	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
Холодильник однокамерный MAUNFELD MFF50BG DeFrost, бежевый	0.025062170408649182	ручное	0.0	0.0	0.0	0.28950863213811423	0.11510416666666667	0.44437890763241716	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
Холодильник двухкамерный MAUNFELD MFF200NFBG бежевый	0.15349477063087533	No Frost	0.3333333333333333	0.2	0.0	0.4555112881806109	0.8984375	0.6248672879556447	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
Холодильник двухкамерный MAUNFELD MFF185SFBG Smart Frost, бежевый	0.1262632497927653	No Frost	0.3333333333333333	0.2	0.0	0.4555112881806109	0.8229166666666666	0.6189689748731863	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
Холодильник двухкамерный MAUNFELD MFF185NFBG бежевый	0.1365632550838639	No Frost	0.3333333333333333	0.2	0.0	0.4555112881806109	0.8229166666666666	0.6744131178482954	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
Холодильник двухкамерный MAUNFELD MFF180W DeFrost, белый	0.08282333021746416	капельное	0.3333333333333333	0.2	0.0	0.38911022576361226	0.7911458333333333	0.5599858440486021	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
Холодильник двухкамерный MAUNFELD MFF170W DeFrost, белый	0.09077761512548722	ручное	0.3333333333333333	0.2	0.0	0.38911022576361226	0.7317708333333334	0.5599858440486021	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
